"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @AlexBerenson: Hospitalized #COVID patients in Georgia down another 21% in 10 days, 34% this month. At this point the onus is on the gov",FALSE,0,NA,2020-05-19 23:59:56,FALSE,NA,"1262895797710000136",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","suelarocca",1624,TRUE,FALSE,NA,NA
"2","RT @CienciaPR: 12 members of Congress  letter urging HHS to prioritize distribution of resources to fight #COVID in #PuertoRico &amp; US terr",FALSE,0,NA,2020-05-19 23:59:54,FALSE,NA,"1262895791083053057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prlcsf",22,TRUE,FALSE,NA,NA
"3","RT @2NURFMNews: 2NURFM Hunter News: More Hunter and Central Coast Suburbs Facing Disad... https://t.co/DsbO1wiAA3 #COVID-19 #EmergingDisadv",FALSE,0,NA,2020-05-19 23:59:51,FALSE,NA,"1262895778504290305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlanJMitchell_",1,TRUE,FALSE,NA,NA
"4","RT @DrLee4America: #FDA Bureaucrat Brags He Blocked #Physicians Prescribing of #Hydroxychloroquine in Early #COVID-19 

Safe effective medi",FALSE,0,NA,2020-05-19 23:59:51,FALSE,NA,"1262895776633503744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AAPSonline",1316,TRUE,FALSE,NA,NA
"5","RT @FreedomforceR: RT Video here https://t.co/AjOJ5epRZr 

#Hydroxychloroquine #vaccine #COVID19 #coronavirus #COVID #TheGreatAwakening",FALSE,0,NA,2020-05-19 23:59:49,FALSE,NA,"1262895769893339137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Michael51946232",73,TRUE,FALSE,NA,NA
"6","RT @Tombx7M: Cuomos legacy
People are going to die
Especially under my leadership 

#Ccot #KAG2020 #Trump2020 #COVID #coronavirus #Tcot #F",FALSE,0,NA,2020-05-19 23:59:49,FALSE,NA,"1262895768702193665",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FreeIllinoisNow",354,TRUE,FALSE,NA,NA
"7","RT @_MariettaDavis: Ruairi O Leochain, a school teacher &amp; wildlife activist,decided to make a beehive made entirely out of LEGOsduring hi",FALSE,0,NA,2020-05-19 23:59:48,FALSE,NA,"1262895763245457409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ramnafaysal",27,TRUE,FALSE,NA,NA
"8","Alert - Three new #COVID + cases detected from Sarusajai Quarantine Centre. Now the total patient count goes to 157 https://t.co/1de0Nb1ClX",FALSE,0,NA,2020-05-19 23:59:40,TRUE,NA,"1262895729942593543",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biswaji48185890",0,FALSE,FALSE,NA,NA
"9","RT @SATAVRAJEEV: Health Ministry has stopped holding daily Press Conference since 11th May. What are they concealing? This clearly explains",FALSE,0,NA,2020-05-19 23:59:39,FALSE,NA,"1262895725270220804",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","being_semi2",124,TRUE,FALSE,NA,NA
"10","RT @CristobalJAlex: VP Biden at tonights virtual townhall on #COVID and food security: The intelligence community didnt fail. The preside",FALSE,0,NA,2020-05-19 23:59:30,FALSE,NA,"1262895687706071046",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JerseyGirls4Joe",9,TRUE,FALSE,NA,NA
"11","RT @the_hindu: Health Ministry directed that anyone diagnosed as a suspected/confirmed case of #COVID-19 should immediately inform the offi",FALSE,0,NA,2020-05-19 23:59:25,FALSE,NA,"1262895667686473728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AZMI_AQDAS",9,TRUE,FALSE,NA,NA
"12","#FDA Bureaucrat Brags He Blocked #Physicians Prescribing of #Hydroxychloroquine in Early #COVID-19 

Safe effective https://t.co/IrwjmONAlF",FALSE,1137,NA,2020-05-19 23:59:25,TRUE,NA,"1262895667107598336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrLee4America",1316,FALSE,FALSE,NA,NA
"13","RT @PardisSabeti: We are looking for a staff research scientist to help advance our CRISPR-based technology CARMEN for large scale #COVID d",FALSE,0,NA,2020-05-19 23:59:24,FALSE,NA,"1262895664972869638",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DNAmlin",92,TRUE,FALSE,NA,NA
"14","Tired of a nonstop stream of #COVID tweets? Check out our new blog post on how #climatechange and invasive species https://t.co/QpoR4isjPN",FALSE,3,NA,2020-05-19 23:59:22,TRUE,NA,"1262895655309238273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PacificRISA",1,FALSE,FALSE,NA,NA
"15","RT @laverauk: As all the hair salons are closed due to #COVID-19 we have three sets of the new #lavera Volume and Strength Shampoo and Cond",FALSE,0,NA,2020-05-19 23:59:21,FALSE,NA,"1262895649659420674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheekyem27",795,TRUE,FALSE,NA,NA
"16","RT @Tombx7M: Classic


#Ccot #KAG2020 #Trump2020 #COVID #coronavirus #Tcot #Cnnsotu #FoxAndFriends #MorningJoe
#MediaBuzz #mondaythough",FALSE,0,NA,2020-05-19 23:59:20,FALSE,NA,"1262895648816402434",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","God4All444",239,TRUE,FALSE,NA,NA
"17","RT @matigrje: #Hydroxychloroquine #SupremeCourt #Democrat governors are really showing #WeThePeople with this #COVID just what they believ",FALSE,0,NA,2020-05-19 23:59:19,FALSE,NA,"1262895645427486721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CatsTalkBack1",120,TRUE,FALSE,NA,NA
"18","RT @CJACTIONFUND: Domestic violence can just as devasting to our communities as gun violence. Congress moved ahead with a $3 trillion stimu",FALSE,0,NA,2020-05-19 23:59:18,FALSE,NA,"1262895638401990658",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LiveFreeUS",6,TRUE,FALSE,NA,NA
"19","RT @JohnDStats: #CovidUpdates More evidence of #Covid in Europe before it was even announced in China. France: Several cases from 16 Novemb",FALSE,0,NA,2020-05-19 23:59:17,FALSE,NA,"1262895633372811264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imyourmoderator",54,TRUE,FALSE,NA,NA
"20","""Bill Gates says there are 4 big lessons from the Spanish Flu that we should heed during the coronavirus pandemic."" https://t.co/Cspcg9O7aR",FALSE,0,NA,2020-05-19 23:59:16,TRUE,NA,"1262895629828796418",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Groot_Is_Cool",0,FALSE,FALSE,NA,NA
"21","RT @_MariettaDavis: Ruairi O Leochain, a school teacher &amp; wildlife activist,decided to make a beehive made entirely out of LEGOsduring hi",FALSE,0,NA,2020-05-19 23:59:15,FALSE,NA,"1262895627945611265",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PeachRosC",27,TRUE,FALSE,NA,NA
"22","RT @ProjectLincoln: .@ThomTillis' silence in the face of Trumps negligent handling of #covid-19 is disgraceful.

Among 83,000+ Americans d",FALSE,0,NA,2020-05-19 23:59:13,FALSE,NA,"1262895617770229761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","movonup",8602,TRUE,FALSE,NA,NA
"23","RT @constanzag77: Professor Karol Sikora: fear is more deadly than the virus https://t.co/Ljp5aHZSX9 #LopezGatell  #covid #COVID #COVID19 #",FALSE,0,NA,2020-05-19 23:59:12,FALSE,NA,"1262895614620286976",NA,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","NaattuVarthakal",1,TRUE,FALSE,NA,NA
"24","RT @FreedomforceR: RT Video here https://t.co/AjOJ5epRZr 

#Hydroxychloroquine #vaccine #COVID19 #coronavirus #COVID #TheGreatAwakening",FALSE,0,NA,2020-05-19 23:59:12,FALSE,NA,"1262895614108545024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Imerika51398918",73,TRUE,FALSE,NA,NA
"25","Professor Karol Sikora: fear is more deadly than the virus https://t.co/Ljp5aHZSX9 #LopezGatell  #covid #COVID #COVID19 #Mxico",FALSE,0,NA,2020-05-19 23:59:10,FALSE,NA,"1262895606944522240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","constanzag77",1,FALSE,FALSE,NA,NA
"26","Health Ministry directed that anyone diagnosed as a suspected/confirmed case of #COVID-19 should immediately inform https://t.co/PAA1wHBMX4",FALSE,45,NA,2020-05-19 23:59:09,TRUE,NA,"1262895599394979842",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","the_hindu",9,FALSE,FALSE,NA,NA
"27","The editor of the @nypost must be an anti-black racist. Shoplifting???? Really??? Thats all you could find to deem https://t.co/r8KmAa8ZXT",FALSE,2,NA,2020-05-19 23:58:58,TRUE,NA,"1262895556172615682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PerneythePoet",0,FALSE,FALSE,NA,NA
"28","RT @CapitalJon: We are in a distressed credit cycle already. So many companies will not survive this. #Covid-19 has just pushed these Zombi",FALSE,0,NA,2020-05-19 23:58:56,FALSE,NA,"1262895547544985600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulGambles2",2,TRUE,FALSE,NA,NA
"29","RT @CathyCongress: #BlackRock is making Modest Fees of 40 million $ off winning an exclusive Fed job to buy back bonds due to #Covid cris",FALSE,0,NA,2020-05-19 23:58:56,FALSE,NA,"1262895546743865344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YourSinsR4given",213,TRUE,FALSE,NA,NA
"30","RT @_MariettaDavis: Ruairi O Leochain, a school teacher &amp; wildlife activist,decided to make a beehive made entirely out of LEGOsduring hi",FALSE,0,NA,2020-05-19 23:58:52,FALSE,NA,"1262895529442242561",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","pandafreakAk",27,TRUE,FALSE,NA,NA
"31","RT @BenjaminMateus7: The US health care system has been devastated, and by all measures, a second wave will have manifold consequences. #CO",FALSE,0,NA,2020-05-19 23:58:51,FALSE,NA,"1262895524757344257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brehm_sheila",16,TRUE,FALSE,NA,NA
"32","RT @FreedomforceR: RT Video here https://t.co/AjOJ5epRZr 

#Hydroxychloroquine #vaccine #COVID19 #coronavirus #COVID #TheGreatAwakening",FALSE,0,NA,2020-05-19 23:58:48,FALSE,NA,"1262895514288369666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m101wagner",73,TRUE,FALSE,NA,NA
"33","RT @DwyerCraig: I'm offering free digital skills advice to NGOs, campaigners and activists.

If you're trying to communicate, organise or m",FALSE,0,NA,2020-05-19 23:58:47,FALSE,NA,"1262895510790209538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dreamsofbosco",29,TRUE,FALSE,NA,NA
"34","RT Video here https://t.co/AjOJ5epRZr 

#Hydroxychloroquine #vaccine #COVID19 #coronavirus #COVID https://t.co/z0jLXUNsmk",FALSE,118,NA,2020-05-19 23:58:39,TRUE,NA,"1262895474874503168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FreedomforceR",73,FALSE,FALSE,NA,NA
"35","RT @amangulati23: Register for 
@NPC_INDIA_GOV

 #Webinar on #COVID-19 &amp; #DigitalTransformation

(20th May,20 from 3 PM-4 PM)

Register her",FALSE,0,NA,2020-05-19 23:58:38,FALSE,NA,"1262895471670054914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahulkirkire",8,TRUE,FALSE,NA,NA
"36","RT @amrooneymed: Thank you @ABC7News and @ABC for featuring our story! @MedSupplyDrive started small but has come a long way. #PPE is still",FALSE,0,NA,2020-05-19 23:58:33,FALSE,NA,"1262895450350223361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DC2CA",3,TRUE,FALSE,NA,NA
"37","RT @CanLawWorkForum: New from B.C. labour relations legend Peter Cameron (@petercamero), discussing part of B.C. Labour Code that may prote",FALSE,0,NA,2020-05-19 23:58:28,FALSE,NA,"1262895430272237578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CanLawWorkForum",4,TRUE,FALSE,NA,NA
"38","RT @isisnaucratis: Tomorrow, 2pm Toronto time on zoom: @MaracleLee and @SenSincmurr ""delve into the #COVID-19 #pandemic from an #Indigenous",FALSE,0,NA,2020-05-19 23:58:24,FALSE,NA,"1262895411276197889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AvenSarah",3,TRUE,FALSE,NA,NA
"39","Tonight Im just drinking my feelings #covid #QuarantineLife",FALSE,1,NA,2020-05-19 23:58:23,FALSE,NA,"1262895409812422656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klwally",0,FALSE,FALSE,NA,NA
"40","RT @irinakitop: Ive been following the Greek social media and Im surprised as to how many statisticians, epidemiologists, and immunologis",FALSE,0,NA,2020-05-19 23:58:22,FALSE,NA,"1262895406213664769",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","godelitsas",3,TRUE,FALSE,NA,NA
"41","RT @AlexGuzman_9: I would not expect the new #Florida DOH team reporting #COVID data to continue the same level of #accessibility and #tra",FALSE,0,NA,2020-05-19 23:58:20,FALSE,NA,"1262895395388170242",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kathyhamann",15,TRUE,FALSE,NA,NA
"42","RT @AlexBerenson: Hospitalized #COVID patients in Georgia down another 21% in 10 days, 34% this month. At this point the onus is on the gov",FALSE,0,NA,2020-05-19 23:58:16,FALSE,NA,"1262895378434686977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trader_sam",1624,TRUE,FALSE,NA,NA
"43","@CNN UN calls for release of detained Palestinian children amid #Covid-19
#israeliterrorism #IsraeliCrimes https://t.co/LJdDSg1s7s",FALSE,0,"CNN",2020-05-19 23:58:14,TRUE,"1262894063927332865","1262895370121723905","759251","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yaffa02550098",0,FALSE,FALSE,NA,NA
"44","ALERT: Government reports rare case of animal-to-human transmission of #coronavirus at a mink farm in the Netherlan https://t.co/A5MdIPcnQK",FALSE,1,NA,2020-05-19 23:58:14,TRUE,NA,"1262895369190551552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stamatgeorge",0,FALSE,FALSE,NA,NA
"45","RT @whiotv: #NEW: The Clark County Combined Health District has identified 20 cases of  #COVID-19 at Dole Fresh Vegetables packaging plant",FALSE,0,NA,2020-05-19 23:58:08,FALSE,NA,"1262895343815012356",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HorrorLuver75",10,TRUE,FALSE,NA,NA
"46","@thehill UN calls for release of detained Palestinian children amid #Covid-19
#israeliterrorism #IsraeliCrimes https://t.co/dw3R9qsMc3",FALSE,0,"thehill",2020-05-19 23:57:54,TRUE,"1262894580426514435","1262895288618045441","1917731","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","genlady7",0,FALSE,FALSE,NA,NA
"47","Hooray for brain fog...I meant to put this update in my original #COVID thread but...oops 

Hopefully this will https://t.co/Dtd5RjReOe",FALSE,45,"readheadreader",2020-05-19 23:57:48,TRUE,"1259951418187952131","1262895261459918855","2784278632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","readheadreader",3,FALSE,FALSE,NA,NA
"48","@BBCNews UN calls for release of detained Palestinian children amid #Covid-19
#israeliterrorism #IsraeliCrimes https://t.co/B4ER7phLbu",FALSE,0,"BBCNews",2020-05-19 23:57:48,TRUE,"1262895072846196736","1262895260826505218","612473","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","genlady7",0,FALSE,FALSE,NA,NA
"49","RT @AlexBerenson: Hospitalized #COVID patients in Georgia down another 21% in 10 days, 34% this month. At this point the onus is on the gov",FALSE,0,NA,2020-05-19 23:57:40,FALSE,NA,"1262895228983234560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RossDiAnn",1624,TRUE,FALSE,NA,NA
"50","Ive been following the Greek social media and Im surprised as to how many statisticians, epidemiologists, and imm https://t.co/VUhKfnoFkO",FALSE,24,NA,2020-05-19 23:57:40,TRUE,NA,"1262895228538609665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irinakitop",3,FALSE,FALSE,NA,NA
"51","RT @ColoStateNews: Congratulations to Rushika Perera and Sue VandeWoude, two #ColoradoState researchers who received research grants from t",FALSE,0,NA,2020-05-19 23:57:36,FALSE,NA,"1262895211451043841",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SOGES_CSU",2,TRUE,FALSE,NA,NA
"52","RT @BBhuttoZardari: Sindh Govts English, Urdu &amp; Sindhi education aap for grades KG to 5. https://t.co/mrLAJHvYMl #StudyAtHome #COVID #StayH",FALSE,0,NA,2020-05-19 23:57:35,FALSE,NA,"1262895205440782337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MirSunny1",945,TRUE,FALSE,NA,NA
"53","RT @WitzkeforDE: Globalist @ChrisCoonsforDE sees the #COVID19 crisis as an opportunity to import 40,000 foreign workers. 

American worker",FALSE,0,NA,2020-05-19 23:57:33,FALSE,NA,"1262895200445313026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wjbubba520",143,TRUE,FALSE,NA,NA
"54","RT @AlexBerenson: Hospitalized #COVID patients in Georgia down another 21% in 10 days, 34% this month. At this point the onus is on the gov",FALSE,0,NA,2020-05-19 23:57:33,FALSE,NA,"1262895198583107584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","man_alive45",1624,TRUE,FALSE,NA,NA
"55","RT @Wendy_Bacon: Did you notice that the hype about #Covid app had quickly died down. Talk about oversell by #Morrison #Murphy &amp; others. #C",FALSE,0,NA,2020-05-19 23:57:23,FALSE,NA,"1262895155645988868",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MycatEdmund",37,TRUE,FALSE,NA,NA
"56","RT @CathyCongress: #BlackRock is making Modest Fees of 40 million $ off winning an exclusive Fed job to buy back bonds due to #Covid cris",FALSE,0,NA,2020-05-19 23:57:22,FALSE,NA,"1262895153741795329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeSantangelo88",213,TRUE,FALSE,NA,NA
"57","Saint Peter's Basilica throws its doors open to visitors on #May 18, 2020, marking a relative return to normality a https://t.co/hjJc8uJrm2",FALSE,1,NA,2020-05-19 23:57:16,TRUE,NA,"1262895125866348545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tameryazar",0,FALSE,FALSE,NA,NA
"58","RT @WarlusTrades: As predicted, $ES_F had a red day today! If #ElliottWave holds true, #ES_F should see a strong upward move tomorrow: Watc",FALSE,0,NA,2020-05-19 23:57:13,FALSE,NA,"1262895113438560256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CD_Hyeri",23,TRUE,FALSE,NA,NA
"59","RT @AlexBerenson: Hospitalized #COVID patients in Georgia down another 21% in 10 days, 34% this month. At this point the onus is on the gov",FALSE,0,NA,2020-05-19 23:57:12,FALSE,NA,"1262895111014318080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaess_mike",1624,TRUE,FALSE,NA,NA
"60","RT @brithume: Quote: Except for the most at-risk populations  who should be the focus of our protective efforts  #COVID looks to be a mi",FALSE,0,NA,2020-05-19 23:57:12,FALSE,NA,"1262895109974220800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JeaniefaetroonJ",2672,TRUE,FALSE,NA,NA
"61","RT @RepJimBanks: #CCP security forces imprisoned journos &amp; doctors for speaking about #COVID. Its Nat'l Health Commission suppressed resear",FALSE,0,NA,2020-05-19 23:57:09,FALSE,NA,"1262895098800586752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heyheypeachy",788,TRUE,FALSE,NA,NA
"62","And heres #Delta pounding the safety-first message, including their empty adjacent  policy. #COVID https://t.co/vItUHkEWUz",FALSE,0,"Chyan",2020-05-19 23:57:09,FALSE,"1262893841276755968","1262895098569691137","14599422","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chyan",0,FALSE,FALSE,NA,NA
"63","RT @InsidersABC: The Morrison government warns the national broadcaster it expects the ABC to defer wage rises, to bring it in line with ot",FALSE,0,NA,2020-05-19 23:57:03,FALSE,NA,"1262895072728674304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brendanarrow",33,TRUE,FALSE,NA,NA
"64","RT @CathyCongress: #BlackRock is making Modest Fees of 40 million $ off winning an exclusive Fed job to buy back bonds due to #Covid cris",FALSE,0,NA,2020-05-19 23:56:59,FALSE,NA,"1262895057914466307",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TonyPaul45",213,TRUE,FALSE,NA,NA
"65","RT @HackneyAbbott: Government refuse to scrap no recourse to public funds rule. But these migrants could not leave the UK even if they wa",FALSE,0,NA,2020-05-19 23:56:59,FALSE,NA,"1262895057583169536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davearchibald47",480,TRUE,FALSE,NA,NA
"66","After @JinjaBarBistro shut down in mid-March due to #COVID, the owners first concern was his 140 tenured https://t.co/plI6hueBrV",FALSE,0,NA,2020-05-19 23:56:57,TRUE,NA,"1262895046283743232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EnterpriseBankT",0,FALSE,FALSE,NA,NA
"67","Attractions in the province most affected by #COVID-19 are gradually reopening while employing strict infection-pre https://t.co/GGVNQ8phEv",FALSE,2,NA,2020-05-19 23:56:53,TRUE,NA,"1262895032694005761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","China_Fact",0,FALSE,FALSE,NA,NA
"68","RT @PatriotPennsy: @POTUS is taking HCQ &amp; Zinc prophylacticly! #COVID #HCQ #HCQWorksFauciKnewIn2005 

https://t.co/gKq5sV8st6",FALSE,0,NA,2020-05-19 23:56:51,FALSE,NA,"1262895024527769602",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tammy_maga",104,TRUE,FALSE,NA,NA
"69","The Governor proposed a mix of austerity measures10% reductions across the board. He has also deployed inter-fund https://t.co/jNdq7b9Sgk",FALSE,2,NA,2020-05-19 23:56:46,TRUE,NA,"1262895002599870465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mark_Sebarrotin",0,FALSE,FALSE,NA,NA
"70","#globalbuzz The United Nations and humanitarian partners are providing a #COVID-19 response to internally displaced https://t.co/Pwi96Is0jU",FALSE,1,NA,2020-05-19 23:56:44,TRUE,NA,"1262894993422856193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bernamaradio",0,FALSE,FALSE,NA,NA
"71","RT @amrooneymed: Thank you @ABC7News and @ABC for featuring our story! @MedSupplyDrive started small but has come a long way. #PPE is still",FALSE,0,NA,2020-05-19 23:56:39,FALSE,NA,"1262894970794651649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MedSupplyDrive",3,TRUE,FALSE,NA,NA
"72","Beach Stink Smells Bad Because It Went Through Two Different Animals red ocean stank seems bad ass like humans and https://t.co/BKWEaUODU4",FALSE,0,NA,2020-05-19 23:56:34,TRUE,NA,"1262894950573838336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","generalwebb1976",0,FALSE,FALSE,NA,NA
"73","RT @_MariettaDavis: Happy Saturday 
#Caturday 
#Ally
#COVID 
#QuarantineLife https://t.co/KAz2kAHTVH",FALSE,0,NA,2020-05-19 23:56:33,FALSE,NA,"1262894945670762496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AzzurraSilvy",13,TRUE,FALSE,NA,NA
"74","RT @TaniaRoberts7: Heard vastly more scientific facts about #Covid and how it is transmitted in the first 20 minutes of this excellent BBC2",FALSE,0,NA,2020-05-19 23:56:32,FALSE,NA,"1262894942948675584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GraceMurphy2",25,TRUE,FALSE,NA,NA
"75","Hungry, Tired, Bored #life #WFH #Covid",FALSE,1,NA,2020-05-19 23:56:31,FALSE,NA,"1262894939068944385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ironsloth69",0,FALSE,FALSE,NA,NA
"76","RT @LinaHidalgoTX: Done. We just finalized $30 Million for #COVID relief. Grants of $1,200 to $1,500 for the lowest income families to spen",FALSE,0,NA,2020-05-19 23:56:23,FALSE,NA,"1262894905912950785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kristenstubbe",337,TRUE,FALSE,NA,NA
"77","Interesting. At #DFW and #MEM, mask use about 40%. 80% of pilots I saw had no mask on in terminal. Most airport per https://t.co/EQMEoh53tW",FALSE,1,NA,2020-05-19 23:56:23,TRUE,NA,"1262894904751075334",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pismoeyedoc",0,FALSE,FALSE,NA,NA
"78","RT @Tombx7M: Trump has done more for the black community then any Democrat in recent memory. 

#Ccot #KAG2020 #Trump2020 #COVID #coronaviru",FALSE,0,NA,2020-05-19 23:56:21,FALSE,NA,"1262894895120838656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iMissMJ",490,TRUE,FALSE,NA,NA
"79","Thank you @ABC7News and @ABC for featuring our story! @MedSupplyDrive started small but has come a long way. #PPE i https://t.co/3YbZFtC5da",FALSE,10,NA,2020-05-19 23:56:16,TRUE,NA,"1262894877794349059",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amrooneymed",3,FALSE,FALSE,NA,NA
